Model,Image,Category,Engine Type
KIA cee'd SW,https://s1.cdn.autoevolution.com/images/models/thumb/KIA_Cee--039-d-Sport-Wagon-2012_main.jpeg_tmb.jpeg,WAGONS,Gasoline · Diesel
KIA Stonic,https://s1.cdn.autoevolution.com/images/models/thumb/KIA_Stonic-2017_main.jpg_tmb.jpg,SUVS,Gasoline · Diesel
KIA K4,https://s1.cdn.autoevolution.com/images/models/thumb/KIA_K4-2024%20_main.jpg_tmb.jpg,SEDANS,
KIA pro_cee’d GT,https://s1.cdn.autoevolution.com/images/models/thumb/KIA_pro-cee-d-GT-2013_main.jpg_tmb.jpg,HATCHBACKS,Gasoline
KIA Syros,https://s1.cdn.autoevolution.com/images/models/thumb/KIA_Syros-2024_main.jpg_tmb.jpg,SUVS,
KIA EV3,https://s1.cdn.autoevolution.com/images/models/thumb/KIA_EV3-2024_main.jpg_tmb.jpg,SUVS,Electric
KIA EV9,https://s1.cdn.autoevolution.com/images/models/thumb/KIA_EV9-GT-2024_main.jpg_tmb.jpg,SUVS,
KIA Cerato/Forte,https://s1.cdn.autoevolution.com/images/models/thumb/KIA_Cerato-Forte-2013_main.jpg_tmb.jpg,SEDANS,Gasoline
KIA Borrego / Mohave,https://s1.cdn.autoevolution.com/images/models/thumb/KIA_Borrego-2009_main.jpg_tmb.jpg,SUVS,Diesel · Gasoline
KIA Stonic GT-Line,https://s1.cdn.autoevolution.com/images/models/thumb/KIA_Stonic-GT-Line-2020_main.jpg_tmb.jpg,SUVS,Gasoline
KIA Picanto X-Line,https://s1.cdn.autoevolution.com/images/models/thumb/KIA_Picanto-X-Line-2017_main.jpg_tmb.jpg,HATCHBACKS,Gasoline
KIA Tasman,https://s1.cdn.autoevolution.com/images/models/thumb/KIA_Tasman-2024_main.jpg_tmb.jpg,TRUCKS,Gasoline
KIA EV5,https://s1.cdn.autoevolution.com/images/models/thumb/KIA_EV5--2023_main.jpg_tmb.jpg,SUVS,Electric
KIA EV6,https://s1.cdn.autoevolution.com/images/models/thumb/KIA_EV6-2021_main.jpg_tmb.jpg,SUVS,Electric
KIA Carens,https://s1.cdn.autoevolution.com/images/models/thumb/KIA_Carens-2016_main.jpg_tmb.jpg,VANS,Gasoline · Natural gas · Diesel
KIA Cerato / Spectra,https://s1.cdn.autoevolution.com/images/models/thumb/KIA_Cerato-Hatchback-2008_main.jpg_tmb.jpg,SEDANS,Diesel · Gasoline
KIA Forte Koup,https://s1.cdn.autoevolution.com/images/models/thumb/KIA_Forte-Koup-2013_main.jpeg_tmb.jpeg,COUPES,Gasoline
KIA Joice,https://s1.cdn.autoevolution.com/images/models/thumb/KIA_Joice-1999_main.jpg_tmb.jpg,HATCHBACKS,Gasoline
KIA Opirus / Amanti,https://s1.cdn.autoevolution.com/images/models/thumb/KIA_Opirus-Amanti-2007_main.jpg_tmb.jpg,SEDANS,Gasoline
KIA Rio Sedan,https://s1.cdn.autoevolution.com/images/models/thumb/KIA_Rio-Sedan-2011_main.jpg_tmb.jpg,SEDANS,Gasoline · Diesel
KIA Shuma,https://s1.cdn.autoevolution.com/images/models/thumb/KIA_Shuma-2001_main.jpg_tmb.jpg,SEDANS,Gasoline
KIA Venga,https://s1.cdn.autoevolution.com/images/models/thumb/KIA_Venga-2014_main.jpg_tmb.jpg,HATCHBACKS,Gasoline · Diesel
