Model,Image,Category,Engine Type
HYUNDAI Staria,https://s1.cdn.autoevolution.com/images/models/thumb/HYUNDAI_Staria-2021_main.jpg_tmb.jpg,VANS,
HYUNDAI i30 Coupe,https://s1.cdn.autoevolution.com/images/models/thumb/HYUNDAI_i30-Coupe-2012_main.jpg_tmb.jpg,COUPES,Gasoline · Diesel
HYUNDAI Venue,https://s1.cdn.autoevolution.com/images/models/thumb/HYUNDAI_Venue-2019_main.jpg_tmb.jpg,SUVS,Gasoline · Diesel
HYUNDAI Accent 3 Doors,https://s1.cdn.autoevolution.com/images/models/thumb/HYUNDAI_Accent-3-Doors-2006_main.jpg_tmb.jpg,HATCHBACKS,Gasoline
HYUNDAI Accent 5 Doors,https://s1.cdn.autoevolution.com/images/models/thumb/HYUNDAI_Accent-5-Doors-2011_main.jpg_tmb.jpg,HATCHBACKS,Gasoline
HYUNDAI Atos,https://s1.cdn.autoevolution.com/images/models/thumb/HYUNDAI_Atos-2005_main.jpg_tmb.jpg,HATCHBACKS,Gasoline
HYUNDAI Atos Multi,https://s1.cdn.autoevolution.com/images/models/thumb/HYUNDAI_Atos-Multi-1998_main.jpg_tmb.jpg,HATCHBACKS,Gasoline
HYUNDAI Atos Spirit,https://s1.cdn.autoevolution.com/images/models/thumb/HYUNDAI_Atos-Spirit-1999_main.jpg_tmb.jpg,HATCHBACKS,Gasoline
HYUNDAI Coupe / Tiburon,https://s1.cdn.autoevolution.com/images/models/thumb/HYUNDAI_Coupe-2007_main.jpg_tmb.jpg,COUPES,Gasoline
HYUNDAI Elantra 5 Doors,https://s1.cdn.autoevolution.com/images/models/thumb/HYUNDAI_Elantra-GT-2012_main.jpg_tmb.jpg,HATCHBACKS,Gasoline · Diesel
HYUNDAI Elantra Coupe,https://s1.cdn.autoevolution.com/images/models/thumb/HYUNDAI_Elantra-Coupe-2012_main.jpg_tmb.jpg,COUPES,Gasoline
HYUNDAI Elantra Touring,https://s1.cdn.autoevolution.com/images/models/thumb/HYUNDAI_Elantra-Touring-2011_main.jpg_tmb.jpg,WAGONS,Gasoline
HYUNDAI Equus,https://s1.cdn.autoevolution.com/images/models/thumb/HYUNDAI_Equus-2013_main.jpg_tmb.jpg,SEDANS,Gasoline
HYUNDAI Excel 3 Doors,https://s1.cdn.autoevolution.com/images/models/thumb/HYUNDAI_Excel-3-Doors-1998_main.jpg_tmb.jpg,HATCHBACKS,Gasoline
HYUNDAI Excel 5 Doors,https://s1.cdn.autoevolution.com/images/models/thumb/HYUNDAI_Excel-5-Doors-1998_main.jpg_tmb.jpg,HATCHBACKS,Gasoline
HYUNDAI Excel Sedan,https://s1.cdn.autoevolution.com/images/models/thumb/HYUNDAI_Excel-4-Doors-1998_main.jpg_tmb.jpg,SEDANS,Gasoline
HYUNDAI Genesis,https://s1.cdn.autoevolution.com/images/models/thumb/HYUNDAI_Genesis-2014_main.jpg_tmb.jpg,SEDANS,Gasoline
HYUNDAI Genesis Coupe,https://s1.cdn.autoevolution.com/images/models/thumb/HYUNDAI_Genesis--2013_main.jpg_tmb.jpg,COUPES,Gasoline
HYUNDAI Getz 3 Doors,https://s1.cdn.autoevolution.com/images/models/thumb/HYUNDAI_Getz-3-Doors-2005_main.jpg_tmb.jpg,HATCHBACKS,Gasoline · Diesel
HYUNDAI Getz 5 Doors,https://s1.cdn.autoevolution.com/images/models/thumb/HYUNDAI_Getz-5-Doors-2005_main.jpg_tmb.jpg,HATCHBACKS,Gasoline · Diesel
HYUNDAI i20 Coupe,https://s1.cdn.autoevolution.com/images/models/thumb/HYUNDAI_i20-Coupe-2015_main.jpg_tmb.jpg,HATCHBACKS,Gasoline · Diesel
HYUNDAI i40,https://s1.cdn.autoevolution.com/images/models/thumb/HYUNDAI_i40-Saloon-2011_main.jpg_tmb.jpg,SEDANS,Gasoline · Diesel
HYUNDAI i800 / H-1,https://s1.cdn.autoevolution.com/images/models/thumb/HYUNDAI_i800-2008_main.jpg_tmb.jpg,VANS,Diesel
HYUNDAI ix20,https://s1.cdn.autoevolution.com/images/models/thumb/HYUNDAI_ix20-2015_main.jpg_tmb.jpg,HATCHBACKS,Gasoline · Diesel
HYUNDAI ix55 / Veracruz,https://s1.cdn.autoevolution.com/images/models/thumb/HYUNDAI_Veracruz-2009_main.jpg_tmb.jpg,SUVS,Diesel · Gasoline
HYUNDAI Kona N,https://s1.cdn.autoevolution.com/images/models/thumb/HYUNDAI_Kona-N-2021_main.jpg_tmb.jpg,SUVS,Gasoline
HYUNDAI Lantra,https://s1.cdn.autoevolution.com/images/models/thumb/HYUNDAI_Lantra-1998_main.jpg_tmb.jpg,SEDANS,Gasoline · Diesel
HYUNDAI Lantra Wagon,https://s1.cdn.autoevolution.com/images/models/thumb/HYUNDAI_Lantra-Wagon-1999_main.jpg_tmb.jpg,WAGONS,Gasoline · Diesel
HYUNDAI Matrix,https://s1.cdn.autoevolution.com/images/models/thumb/HYUNDAI_Matrix-2001_main.jpg_tmb.jpg,VANS,Diesel · Gasoline
HYUNDAI Pony 3 Doors,https://s1.cdn.autoevolution.com/images/models/thumb/HYUNDAI_Pony-3-Doors-1989_main.jpg_tmb.jpg,HATCHBACKS,Gasoline
HYUNDAI Pony 5 Doors,https://s1.cdn.autoevolution.com/images/models/thumb/HYUNDAI_Pony-5-Doors-1989_main.jpg_tmb.jpg,HATCHBACKS,Gasoline
HYUNDAI Satellite,https://s1.cdn.autoevolution.com/images/models/thumb/HYUNDAI_Satellite-1997_main.jpg_tmb.jpg,VANS,Gasoline
HYUNDAI Scoupe,https://s1.cdn.autoevolution.com/images/models/thumb/HYUNDAI_Scoupe-1992_main.jpg_tmb.jpg,COUPES,Gasoline
HYUNDAI Sonata Hybrid,https://s1.cdn.autoevolution.com/images/models/thumb/HYUNDAI_Sonata-Hybrid-2017_main.jpg_tmb.jpg,SEDANS,Hybrid · Hybrid gasoline
HYUNDAI Terracan,https://s1.cdn.autoevolution.com/images/models/thumb/HYUNDAI_Terracan-2004_main.jpg_tmb.jpg,SUVS,Diesel · Gasoline
HYUNDAI Trajet,https://s1.cdn.autoevolution.com/images/models/thumb/HYUNDAI_Trajet-2004_main.jpg_tmb.jpg,VANS,Gasoline · Diesel
HYUNDAI XG,https://s1.cdn.autoevolution.com/images/models/thumb/HYUNDAI_XG-2003_main.jpg_tmb.jpg,SEDANS,Gasoline
