Model,Image,Category,Engine Type
NISSAN Micra 5 Doors,https://s1.cdn.autoevolution.com/images/models/thumb/NISSAN_Micra-2020_main.jpg_tmb.jpg,HATCHBACKS,Gasoline · Diesel ·
NISSAN Kicks,https://s1.cdn.autoevolution.com/images/models/thumb/NISSAN_Kicks--US--2024_main.jpg_tmb.jpg,SUVS,Gasoline
NISSAN Juke,https://s1.cdn.autoevolution.com/images/models/thumb/NISSAN_Juke-2019_main.jpg_tmb.jpg,SUVS,Diesel · Gasoline
NISSAN Patrol LWB,https://s1.cdn.autoevolution.com/images/models/thumb/NISSAN_Patrol-2024_main.jpg_tmb.jpg,SUVS,Diesel · Gasoline
NISSAN Titan Crew Cab,https://s1.cdn.autoevolution.com/images/models/thumb/NISSAN_Titan-Crew-Cab-2019_main.jpg_tmb.jpg,TRUCKS,Gasoline · Diesel
NISSAN Navara / Frontier King Cab,https://s1.cdn.autoevolution.com/images/models/thumb/NISSAN_Frontier-Navara-King-Cab-2019_main.jpg_tmb.jpg,TRUCKS,Gasoline · Diesel
NISSAN Maxima,https://s1.cdn.autoevolution.com/images/models/thumb/NISSAN_Maxima-2018_main.jpg_tmb.jpg,SEDANS,Gasoline
NISSAN Note,https://s1.cdn.autoevolution.com/images/models/thumb/NISSAN_Versa---Note-2017_main.jpg_tmb.jpg,VANS,Gasoline · Diesel
NISSAN Serena,https://s1.cdn.autoevolution.com/images/models/thumb/NISSAN_Serena-2016_main.jpg_tmb.jpg,VANS,Diesel · Gasoline · Mild hybrid
NISSAN 370Z Nismo,https://s1.cdn.autoevolution.com/images/models/thumb/NISSAN_370Z-Nismo-2014_main.jpg_tmb.jpg,COUPES,Gasoline
NISSAN 370Z,https://s1.cdn.autoevolution.com/images/models/thumb/NISSAN_370Z-2012_main.jpg_tmb.jpg,COUPES,Gasoline
NISSAN 370Z Roadster,https://s1.cdn.autoevolution.com/images/models/thumb/NISSAN_370Z-Roadster-2012_main.jpg_tmb.jpg,CONVERTIBLES,Gasoline
NISSAN Quest,https://s1.cdn.autoevolution.com/images/models/thumb/NISSAN_Quest-2011_main.jpg_tmb.jpg,VANS,Gasoline
NISSAN Teana,https://s1.cdn.autoevolution.com/images/models/thumb/NISSAN_Teana-2009_main.png_tmb.png,SEDANS,Gasoline
NISSAN Almera / Pulsar Sedan,https://s1.cdn.autoevolution.com/images/models/thumb/NISSAN_Altima--Thailand--2011_main.jpg_tmb.jpg,HATCHBACKS,Gasoline · Diesel
NISSAN Skyline,https://s1.cdn.autoevolution.com/images/models/thumb/NISSAN_Skyline-Sedan-2006_main.jpg_tmb.jpg,SEDANS,Gasoline
NISSAN Almera / Pulsar 5 Doors,https://s1.cdn.autoevolution.com/images/models/thumb/NISSAN_Pulsar-2014_main.jpg_tmb.jpg,HATCHBACKS,Gasoline · Diesel
NISSAN Terrano 5 Doors,https://s1.cdn.autoevolution.com/images/models/thumb/NISSAN_Terrano-2013_main.jpg_tmb.jpg,SUVS,Diesel · Gasoline
NISSAN Juke Nismo,https://s1.cdn.autoevolution.com/images/models/thumb/NISSAN_Juke-Nismo-2013_main.jpg_tmb.jpg,SUVS,Gasoline
NISSAN Grand Livina,https://s1.cdn.autoevolution.com/images/models/thumb/NISSAN_Grand-Livina-2006_main.jpg_tmb.jpg,WAGONS,Gasoline
NISSAN Sakura,https://s1.cdn.autoevolution.com/images/models/thumb/NISSAN_Sakura-2022_main.jpg_tmb.jpg,VANS,Electric
NISSAN Sunny,https://s1.cdn.autoevolution.com/images/models/thumb/NISSAN_Tiida-Versa-Sedan-2012_main_tmb.jpg,SEDANS,Gasoline · Diesel
NISSAN NV,https://s1.cdn.autoevolution.com/images/models/thumb/NISSAN_NV200-2009_main.jpg_tmb.jpg,VANS,Diesel
NISSAN Ariya,https://s1.cdn.autoevolution.com/images/models/thumb/NISSAN_Ariya-Nismo-2024_main.jpg_tmb.jpg,SUVS,Electric
NISSAN Z,https://s1.cdn.autoevolution.com/images/models/thumb/NISSAN_Z-Nismo-2023_main.jpg_tmb.jpg,COUPES,Gasoline
NISSAN 100 NX,https://s1.cdn.autoevolution.com/images/models/thumb/NISSAN_100-NX-1990_main.jpg_tmb.jpg,HATCHBACKS,Gasoline
NISSAN 200 SX,https://s1.cdn.autoevolution.com/images/models/thumb/NISSAN_200-SX-1994_main.jpg_tmb.jpg,COUPES,Gasoline
NISSAN 300 ZX,https://s1.cdn.autoevolution.com/images/models/thumb/NISSAN_300-ZX--1990_main.jpg_tmb.jpg,COUPES,Gasoline
NISSAN 350Z,https://s1.cdn.autoevolution.com/images/models/thumb/NISSAN_350-Z-2006_main.jpg_tmb.jpg,COUPES,Gasoline
NISSAN 350Z Roadster,https://s1.cdn.autoevolution.com/images/models/thumb/NISSAN_350Z-Roadster-2008_main.jpg_tmb.jpg,CONVERTIBLES,Gasoline ·
NISSAN Almera / Pulsar 3 Doors,https://s1.cdn.autoevolution.com/images/models/thumb/NISSAN_Almera---Pulsar-3-Doors-2002_main.jpg_tmb.jpg,HATCHBACKS,Gasoline · Diesel
NISSAN Almera Tino,https://s1.cdn.autoevolution.com/images/models/thumb/NISSAN_Almera-Tino-2000_main.jpg_tmb.jpg,VANS,Gasoline · Diesel
NISSAN Bluebird Hatchback,https://s1.cdn.autoevolution.com/images/models/thumb/NISSAN_Bluebird-Hatchback-1987_main.jpg_tmb.jpg,HATCHBACKS,Gasoline · Diesel
NISSAN Bluebird Sedan,https://s1.cdn.autoevolution.com/images/models/thumb/NISSAN_Bluebird-Sedan-1987_main.jpg_tmb.jpg,SEDANS,Gasoline · Diesel
NISSAN Bluebird Traveller,https://s1.cdn.autoevolution.com/images/models/thumb/NISSAN_Bluebird-Traveller-1987_main.jpg_tmb.jpg,WAGONS,Gasoline · Diesel
NISSAN Cube,https://s1.cdn.autoevolution.com/images/models/thumb/NISSAN_Cube-2008_main.jpg_tmb.jpg,VANS,Gasoline
NISSAN Liberty,https://s1.cdn.autoevolution.com/images/models/thumb/NISSAN_Liberty-1999_main.jpg_tmb.jpg,VANS,Gasoline
NISSAN Micra 3 Doors,https://s1.cdn.autoevolution.com/images/models/thumb/NISSAN_Micra-3-Doors-2005_main.jpg_tmb.jpg,HATCHBACKS,Gasoline · Diesel
NISSAN Micra C+C,https://s1.cdn.autoevolution.com/images/models/thumb/NISSAN_Micra-C-C-2005_main.jpg_tmb.jpg,CONVERTIBLES,Gasoline
NISSAN Murano CrossCabriolet,https://s1.cdn.autoevolution.com/images/models/thumb/NISSAN_CrossCabriolet-2008_main.jpg_tmb.jpg,CONVERTIBLES,Gasoline
NISSAN NP300,https://s1.cdn.autoevolution.com/images/models/thumb/NISSAN_NP300-Pickup-Single-Cab-2008_main.jpg_tmb.jpg,WAGONS,Diesel
NISSAN Patrol SWB,https://s1.cdn.autoevolution.com/images/models/thumb/NISSAN_Patrol-SWB-2004_main.jpg_tmb.jpg,SUVS,Diesel
NISSAN Pixo,https://s1.cdn.autoevolution.com/images/models/thumb/NISSAN_Pixo-2009_main.jpg_tmb.jpg,HATCHBACKS,Gasoline
NISSAN Platina,https://s1.cdn.autoevolution.com/images/models/thumb/NISSAN_Platina-2006_main.jpg_tmb.jpg,SEDANS,Gasoline
NISSAN Prairie,https://s1.cdn.autoevolution.com/images/models/thumb/NISSAN_Prairie-1982_main.jpg_tmb.jpg,VANS,Gasoline
NISSAN Primera Break,https://s1.cdn.autoevolution.com/images/models/thumb/NISSAN_Primera-Wagon-2002_main.jpg_tmb.jpg,WAGONS,Gasoline · Diesel
NISSAN Primera Hatchback,https://s1.cdn.autoevolution.com/images/models/thumb/NISSAN_Primera-Hatchback-2002_main.jpg_tmb.jpg,HATCHBACKS,Gasoline · Diesel
NISSAN Primera Sedan,https://s1.cdn.autoevolution.com/images/models/thumb/NISSAN_Primera-Sedan-2002_main.jpg_tmb.jpg,SEDANS,Gasoline · Diesel
NISSAN Sunny 3 Doors,https://s1.cdn.autoevolution.com/images/models/thumb/NISSAN_Sunny--N14--3-Doors-1994_main.jpg_tmb.jpg,HATCHBACKS,Gasoline · Diesel
NISSAN Sunny Hatchback,https://s1.cdn.autoevolution.com/images/models/thumb/NISSAN_Sunny--N14--Hatchback-1994_main.jpg_tmb.jpg,HATCHBACKS,Gasoline · Diesel
NISSAN Sunny Sedan,https://s1.cdn.autoevolution.com/images/models/thumb/NISSAN_Sunny--N14--Sedan-1994_main.jpg_tmb.jpg,SEDANS,Gasoline · Diesel
NISSAN Sunny Traveller,https://s1.cdn.autoevolution.com/images/models/thumb/NISSAN_Sunny--N14--Traveller-1994_main.jpg_tmb.jpg,WAGONS,Gasoline · Diesel
NISSAN Terrano 3 Doors,https://s1.cdn.autoevolution.com/images/models/thumb/NISSAN_Terrano-3-Doors-2002_main.jpg_tmb.jpg,SUVS,Diesel · Gasoline
NISSAN Tiida / Versa,https://s1.cdn.autoevolution.com/images/models/thumb/NISSAN_Tiida-2006_main.jpg_tmb.jpg,HATCHBACKS,Gasoline · Diesel
NISSAN Titan King Cab,https://s1.cdn.autoevolution.com/images/models/thumb/NISSAN_Titan-2009_main.jpeg_tmb.jpeg,TRUCKS,Gasoline
NISSAN XTerra,https://s1.cdn.autoevolution.com/images/models/thumb/NISSAN_XTerra-2009_main.jpg_tmb.jpg,SUVS,Gasoline
