Model,Image,Category,Engine Type
PORSCHE 944,https://s1.cdn.autoevolution.com/images/models/thumb/PORSCHE_944-1981_main.jpg_tmb.jpg,COUPES,Gasoline
PORSCHE 944 S,https://s1.cdn.autoevolution.com/images/models/thumb/PORSCHE_944-S2-1988_main.jpg_tmb.jpg,COUPES,Gasoline
PORSCHE 944 Turbo,https://s1.cdn.autoevolution.com/images/models/thumb/PORSCHE_944-Turbo-Turbo-S--951--1985_main.jpg_tmb.jpg,COUPES,Gasoline
PORSCHE 959,https://s1.cdn.autoevolution.com/images/models/thumb/PORSCHE_959-1987_main.jpg_tmb.jpg,COUPES,Gasoline
PORSCHE 968,https://s1.cdn.autoevolution.com/images/models/thumb/PORSCHE_968-Club-Sport-1992_main.jpg_tmb.jpg,COUPES,Gasoline
PORSCHE 968 Cabriolet,https://s1.cdn.autoevolution.com/images/models/thumb/PORSCHE_968-Cabrio-1991_main.jpg_tmb.jpg,CONVERTIBLES,Gasoline
PORSCHE 968 Turbo S,https://s1.cdn.autoevolution.com/images/models/thumb/PORSCHE_968-1993_main.jpg_tmb.jpg,COUPES,Gasoline
PORSCHE Boxster,https://s1.cdn.autoevolution.com/images/models/thumb/PORSCHE_Boxster--981--2012_main.jpg_tmb.jpg,CONVERTIBLES,Gasoline
PORSCHE Boxster S,https://s1.cdn.autoevolution.com/images/models/thumb/PORSCHE_Boxster-S--981--2012_main.jpg_tmb.jpg,CONVERTIBLES,Gasoline
PORSCHE Boxster Spyder,https://s1.cdn.autoevolution.com/images/models/thumb/PORSCHE_Boxster-Spyder-2016_main.jpg_tmb.jpg,CONVERTIBLES,Gasoline
PORSCHE Carrera GT,https://s1.cdn.autoevolution.com/images/models/thumb/PORSCHE_Carrera-GT-2003_main.jpg_tmb.jpg,CONVERTIBLES,Gasoline
PORSCHE Cayenne Diesel,https://s1.cdn.autoevolution.com/images/models/thumb/PORSCHE_Cayenne-Diesel-2014_main.jpg_tmb.jpg,SUVS,Diesel
PORSCHE Cayenne S Diesel,https://s1.cdn.autoevolution.com/images/models/thumb/PORSCHE_Cayenne-S-Diesel-2014_main.jpg_tmb.jpg,SUVS,Diesel
PORSCHE Cayenne S Hybrid,https://s1.cdn.autoevolution.com/images/models/thumb/PORSCHE_Cayenne-S-Hybrid-2010_main.jpg_tmb.jpg,SUVS,Hybrid gasoline
PORSCHE Cayenne S TransSyberia,https://s1.cdn.autoevolution.com/images/models/thumb/PORSCHE_Cayenne-S-TransSyberia-2009_main.jpg_tmb.jpg,SUVS,Gasoline
PORSCHE Cayenne Turbo Coupe,https://s1.cdn.autoevolution.com/images/models/thumb/PORSCHE_Cayenne-Turbo-Coupe-2019_main.jpg_tmb.jpg,SUVS,Gasoline
PORSCHE Cayenne Turbo S,https://s1.cdn.autoevolution.com/images/models/thumb/PORSCHE_Cayenne-Turbo-S-2015_main.jpg_tmb.jpg,SUVS,Gasoline
PORSCHE Cayman,https://s1.cdn.autoevolution.com/images/models/thumb/PORSCHE_Cayman--981--2012_main.jpg_tmb.jpg,COUPES,Gasoline
PORSCHE Cayman R,https://s1.cdn.autoevolution.com/images/models/thumb/PORSCHE_Cayman-R--987--2010_main.jpg_tmb.jpg,COUPES,Gasoline
PORSCHE Cayman S,https://s1.cdn.autoevolution.com/images/models/thumb/PORSCHE_Cayman-S--981--2012_main.jpg_tmb.jpg,COUPES,Gasoline
PORSCHE Macan S Diesel,https://s1.cdn.autoevolution.com/images/models/thumb/PORSCHE_Macan-S-Diesel-2014_main.jpg_tmb.jpg,SUVS,Diesel
PORSCHE Panamera Diesel,https://s1.cdn.autoevolution.com/images/models/thumb/PORSCHE_Panamera-Diesel-2013_main.jpg_tmb.jpg,SEDANS,Diesel
PORSCHE Panamera S,https://s1.cdn.autoevolution.com/images/models/thumb/PORSCHE_Panamera-S--970--2013_main.jpg_tmb.jpg,SEDANS,Gasoline
PORSCHE Panamera S E-Hybrid,https://s1.cdn.autoevolution.com/images/models/thumb/PORSCHE_Panamera-S-E-Hybrid-2013_main.jpg_tmb.jpg,SEDANS,Hybrid
PORSCHE Panamera S Hybrid,https://s1.cdn.autoevolution.com/images/models/thumb/PORSCHE_Panamera-S-Hybrid-2011_main.jpg_tmb.jpg,SEDANS,Hybrid
