Model,Image,Category,Engine Type
VOLVO 480,https://s1.cdn.autoevolution.com/images/models/thumb/VOLVO_480-1986_main.jpg_tmb.jpg,HATCHBACKS,Gasoline
VOLVO 66,https://s1.cdn.autoevolution.com/images/models/thumb/VOLVO_66-1975_main.jpg_tmb.jpg,HATCHBACKS,Gasoline
VOLVO 760,https://s1.cdn.autoevolution.com/images/models/thumb/VOLVO_760-1982_main.jpg_tmb.jpg,SEDANS,Gasoline · Diesel
VOLVO 760 Estate,https://s1.cdn.autoevolution.com/images/models/thumb/VOLVO_760-Estate-1985_main.jpg_tmb.jpg,WAGONS,Diesel · Gasoline
VOLVO 780,https://s1.cdn.autoevolution.com/images/models/thumb/VOLVO_780-1986_main.jpg_tmb.jpg,COUPES,Gasoline · Diesel
VOLVO 850,https://s1.cdn.autoevolution.com/images/models/thumb/VOLVO_850-R-1994_main.jpg_tmb.jpg,SEDANS,Gasoline · Diesel
VOLVO 850 Estate,https://s1.cdn.autoevolution.com/images/models/thumb/VOLVO_850-Estate-R-1994_main.jpg_tmb.jpg,WAGONS,Gasoline · Diesel
VOLVO 940,https://s1.cdn.autoevolution.com/images/models/thumb/VOLVO_940-1990_main.jpg_tmb.jpg,SEDANS,Gasoline · Diesel
VOLVO 940 Estate,https://s1.cdn.autoevolution.com/images/models/thumb/VOLVO_940-Estate-1990_main.jpg_tmb.jpg,WAGONS,Gasoline · Diesel
VOLVO 960,https://s1.cdn.autoevolution.com/images/models/thumb/VOLVO_960-1994_main.jpg_tmb.jpg,SEDANS,Diesel · Gasoline
VOLVO 960 Estate,https://s1.cdn.autoevolution.com/images/models/thumb/VOLVO_960-Estate-1994_main.jpg_tmb.jpg,WAGONS,Gasoline
VOLVO C30,https://s1.cdn.autoevolution.com/images/models/thumb/VOLVO_C30-2009_main.jpg_tmb.jpg,HATCHBACKS,Gasoline · Diesel · Ethanol
VOLVO C70,https://s1.cdn.autoevolution.com/images/models/thumb/VOLVO_C70-2006_main_tmb.jpg,COUPES,Diesel · Gasoline
VOLVO C70 Convertible,https://s1.cdn.autoevolution.com/images/models/thumb/VOLVO_C70-COnvertible-1999_main.jpg_tmb.jpg,CONVERTIBLES,Gasoline
VOLVO C70 Coupe,https://s1.cdn.autoevolution.com/images/models/thumb/VOLVO_C70-Coupe-1998_main.jpg_tmb.jpg,COUPES,Gasoline
VOLVO P1800,https://s1.cdn.autoevolution.com/images/models/thumb/VOLVO_P-1800-1961_main.jpg_tmb.jpg,COUPES,Gasoline
VOLVO S40,https://s1.cdn.autoevolution.com/images/models/thumb/VOLVO_S40-2007_main.jpg_tmb.jpg,SEDANS,Gasoline · Diesel · Hybrid
VOLVO S60 Cross Country,https://s1.cdn.autoevolution.com/images/models/thumb/VOLVO_S60-Cross-Country-2015_main.jpg_tmb.jpg,SEDANS,Diesel · Gasoline
VOLVO S70,https://s1.cdn.autoevolution.com/images/models/thumb/VOLVO_S70-1997_main.jpg_tmb.jpg,SEDANS,Gasoline · Diesel
VOLVO S80,https://s1.cdn.autoevolution.com/images/models/thumb/VOLVO_S80-2009_main.jpg_tmb.jpg,SEDANS,Diesel · Gasoline · Ethanol
VOLVO V40,https://s1.cdn.autoevolution.com/images/models/thumb/VOLVO_V40-2016_main.jpg_tmb.jpg,WAGONS,Gasoline · Diesel · Hybrid
VOLVO V40 Cross Country,https://s1.cdn.autoevolution.com/images/models/thumb/VOLVO_V40-Cross-Country-2016_main.jpg_tmb.jpg,WAGONS,Diesel · Gasoline
VOLVO V50,https://s1.cdn.autoevolution.com/images/models/thumb/VOLVO_V50-2007_main.jpg_tmb.jpg,WAGONS,Diesel · Gasoline
VOLVO V70,https://s1.cdn.autoevolution.com/images/models/thumb/VOLVO_V70-2007_main.jpg_tmb.jpg,WAGONS,Gasoline · Diesel · Ethanol · Natural gas
VOLVO XC60 Polestar,https://s1.cdn.autoevolution.com/images/models/thumb/VOLVO_XC60-Polestar-2017_main.jpg_tmb.jpg,SUVS,Hybrid gasoline
VOLVO XC70,https://s1.cdn.autoevolution.com/images/models/thumb/VOLVO_XC70-2007_main.jpg_tmb.jpg,WAGONS,Gasoline · Diesel
