Model,Image,Category,Engine Type
AUDI A3 allstreet,https://s1.cdn.autoevolution.com/images/models/thumb/AUDI_A3-allstreet-2024_main.jpg_tmb.jpg,HATCHBACKS,Mild hybrid diesel · Mild hybrid
AUDI A6 Sportback,https://s1.cdn.autoevolution.com/images/models/thumb/AUDI_A6-Sportback-e-tron-2024_main.jpg_tmb.jpg,SEDANS,Electric
AUDI Q8 Sportback,https://s1.cdn.autoevolution.com/images/models/thumb/AUDI_Q8-Sportback-e-tron-2023_main.jpg_tmb.jpg,SUVS,Electric
AUDI SQ6,https://s1.cdn.autoevolution.com/images/models/thumb/AUDI_SQ6-e-tron-2024_main.jpg_tmb.jpg,SUVS,
AUDI Q8 e-tron,https://s1.cdn.autoevolution.com/images/models/thumb/AUDI_Q8-e-tron-2022_main.jpg_tmb.jpg,SUVS,Electric
AUDI Q6,https://s1.cdn.autoevolution.com/images/models/thumb/AUDI_Q6-e-tron-quattro-2024_main.jpg_tmb.jpg,SUVS,Electric
AUDI e-tron,https://s1.cdn.autoevolution.com/images/models/thumb/AUDI_Audi-e-tron-GT--2024_main.jpg_tmb.jpg,SUVS,Electric · Plug-in hybrid
AUDI SQ8 e-tron,https://s1.cdn.autoevolution.com/images/models/thumb/AUDI_SQ8-e-tron-2023_main.jpg_tmb.jpg,SUVS,Electric
AUDI e-tron GT,https://s1.cdn.autoevolution.com/images/models/thumb/AUDI_RS-e-tron-GT-2024_main.jpg_tmb.jpg,SEDANS,Electric
AUDI Q4 Sportback,https://s1.cdn.autoevolution.com/images/models/thumb/AUDI_Sportback-e-tron-2021_main.jpg_tmb.jpg,SUVS,Electric
AUDI Q6 Sportback,https://s1.cdn.autoevolution.com/images/models/thumb/AUDI_Q6-Sportback-e-tron-2024_main.jpg_tmb.jpg,SUVS,
AUDI Q3 Sportback,https://s1.cdn.autoevolution.com/images/models/thumb/AUDI_Q3-Sportback-2019_main.jpg_tmb.jpg,SUVS,Gasoline · Diesel
AUDI 100 Coupe,https://s1.cdn.autoevolution.com/images/models/thumb/AUDI_100-Coupe-S-1970_main.jpg_tmb.jpg,COUPES,Gasoline
AUDI 100/ 200,https://s1.cdn.autoevolution.com/images/models/thumb/AUDI_100--C4--1991_main.jpg_tmb.jpg,SEDANS,Gasoline · Diesel
AUDI 100/ 200 Avant,https://s1.cdn.autoevolution.com/images/models/thumb/AUDI_100-Avant--C4--1991_main.jpg_tmb.jpg,WAGONS,Gasoline · Diesel
AUDI 80 Avant RS2,https://s1.cdn.autoevolution.com/images/models/thumb/AUDI_80-Avant-RS2-1994_main.jpg_tmb.jpg,WAGONS,Gasoline
AUDI 80 Avant S2,https://s1.cdn.autoevolution.com/images/models/thumb/AUDI_80-Avant-S2--B4--1993_main.jpg_tmb.jpg,WAGONS,Gasoline
AUDI 80 S2,https://s1.cdn.autoevolution.com/images/models/thumb/AUDI_80-S2--B4--1993_main.jpg_tmb.jpg,SEDANS,Gasoline
AUDI 80/ 90,https://s1.cdn.autoevolution.com/images/models/thumb/AUDI_80--B4--1986_main.jpg_tmb.jpg,SEDANS,Gasoline · Diesel
AUDI 80/ 90 Avant,https://s1.cdn.autoevolution.com/images/models/thumb/AUDI_80-Avant--B4--1992_main.jpg_tmb.jpg,WAGONS,Diesel · Gasoline
AUDI 90,https://s1.cdn.autoevolution.com/images/models/thumb/AUDI_90--B3--1987_main.jpg_tmb.jpg,SEDANS,Gasoline
AUDI A1 Quattro,https://s1.cdn.autoevolution.com/images/models/thumb/AUDI_A1-Quattro-2012_main.jpg_tmb.jpg,COUPES,Gasoline
AUDI A1 Sportback,https://s1.cdn.autoevolution.com/images/models/thumb/AUDI_A1-2012_main.jpg_tmb.jpg,HATCHBACKS,Gasoline · Diesel
AUDI A2,https://s1.cdn.autoevolution.com/images/models/thumb/AUDI_A2-1999_main.jpg_tmb.jpg,VANS,Diesel · Gasoline
AUDI A3,https://s1.cdn.autoevolution.com/images/models/thumb/AUDI_A3-2016_main.jpg_tmb.jpg,HATCHBACKS,Gasoline · Diesel
AUDI A4 Cabriolet,https://s1.cdn.autoevolution.com/images/models/thumb/AUDI_A4-Cabriolet-2003_main.jpg_tmb.jpg,CONVERTIBLES,Gasoline · Diesel
AUDI A4 DTM Edition,https://s1.cdn.autoevolution.com/images/models/thumb/AUDI_A4-DTM-Edition-2005_main.jpg_tmb.jpg,SEDANS,Gasoline
AUDI A5 Cabriolet,https://s1.cdn.autoevolution.com/images/models/thumb/AUDI_A5-Cabriolet-2012_main.jpg_tmb.jpg,CONVERTIBLES,Gasoline · Diesel
AUDI A8 (D2),https://s1.cdn.autoevolution.com/images/models/thumb/AUDI_A8--D2--1999_main.jpg_tmb.jpg,SEDANS,Diesel · Gasoline
AUDI Cabriolet,https://s1.cdn.autoevolution.com/images/models/thumb/AUDI_Cabriolet-1992_main.jpg_tmb.jpg,CONVERTIBLES,Gasoline · Diesel
AUDI Coupe,https://s1.cdn.autoevolution.com/images/models/thumb/AUDI_Coupe--B4--1990_main.jpg_tmb.jpg,COUPES,Gasoline
AUDI Coupe S2,https://s1.cdn.autoevolution.com/images/models/thumb/AUDI_Coupe-S2-1992_main.jpg_tmb.jpg,COUPES,Gasoline
AUDI Quattro,https://s1.cdn.autoevolution.com/images/models/thumb/AUDI_Quattro-1982_main.jpg_tmb.jpg,COUPES,Gasoline
AUDI R8 GT Spyder,https://s1.cdn.autoevolution.com/images/models/thumb/AUDI_R8-GT-Spyder-2011_main.png_tmb.png,CONVERTIBLES,Gasoline
AUDI RS 4,https://s1.cdn.autoevolution.com/images/models/thumb/AUDI_RS4-2005_main.jpg_tmb.jpg,SEDANS,Gasoline
AUDI RS 4 Cabriolet,https://s1.cdn.autoevolution.com/images/models/thumb/AUDI_RS4-Cabriolet-2006_main.jpg_tmb.jpg,CONVERTIBLES,Gasoline
AUDI RS Q3,https://s1.cdn.autoevolution.com/images/models/thumb/AUDI_Audi-RS-Q3-Facelift-2015_main.jpg_tmb.jpg,SUVS,Gasoline
AUDI RS5 Cabriolet,https://s1.cdn.autoevolution.com/images/models/thumb/AUDI_RS5-Cabriolet-2012_main.jpg_tmb.jpg,CONVERTIBLES,Gasoline
AUDI RS6,https://s1.cdn.autoevolution.com/images/models/thumb/AUDI_RS6-Sedan-2008_main.jpg_tmb.jpg,SEDANS,Gasoline
AUDI S1,https://s1.cdn.autoevolution.com/images/models/thumb/AUDI_S1-2014_main.jpg_tmb.jpg,HATCHBACKS,Gasoline
AUDI S1 Sportback,https://s1.cdn.autoevolution.com/images/models/thumb/AUDI_S1-Sportback-2014_main.jpg_tmb.jpg,HATCHBACKS,Gasoline
AUDI S4 Cabriolet,https://s1.cdn.autoevolution.com/images/models/thumb/AUDI_S4-Cabriolet-2006_main.jpg_tmb.jpg,CONVERTIBLES,Gasoline
AUDI S8 Plus,https://s1.cdn.autoevolution.com/images/models/thumb/AUDI_S8-Plus-2015_main.jpg_tmb.jpg,SEDANS,Gasoline
AUDI Typ R,https://s1.cdn.autoevolution.com/images/models/thumb/AUDI_Imperator-1929_main.jpg_tmb.jpg,SEDANS,Gasoline
AUDI V8,https://s1.cdn.autoevolution.com/images/models/thumb/AUDI_V8-1989_main.jpg_tmb.jpg,SEDANS,Gasoline ·
