Model,Image,Category,Engine Type
CADILLAC CTS Coupe,https://s1.cdn.autoevolution.com/images/models/thumb/CADILLAC_CTS-Coupe-2011_main.jpg_tmb.jpg,COUPES,Gasoline
CADILLAC CTS Sport Wagon,https://s1.cdn.autoevolution.com/images/models/thumb/CADILLAC_CTS-Sport-Wagon-2009_main.jpg_tmb.jpg,WAGONS,Gasoline
CADILLAC CTS V-Series,https://s1.cdn.autoevolution.com/images/models/thumb/CADILLAC_CTS-V-2016_main.jpg_tmb.jpg,SEDANS,Gasoline
CADILLAC CTS-V Coupe,https://s1.cdn.autoevolution.com/images/models/thumb/CADILLAC_CTS-V-Coupe-2012_main.jpg_tmb.jpg,COUPES,Gasoline
CADILLAC CTS-V Sport Wagon,https://s1.cdn.autoevolution.com/images/models/thumb/CADILLAC_CTS-V-Sport-Wagon-2010_main.jpg_tmb.jpg,WAGONS,Gasoline
CADILLAC DeVille,https://s1.cdn.autoevolution.com/images/models/thumb/CADILLAC_DeVille-1999_main.jpg_tmb.jpg,SEDANS,Gasoline
CADILLAC DTS,https://s1.cdn.autoevolution.com/images/models/thumb/CADILLAC_DTS-2008_main.jpg_tmb.jpg,SEDANS,Gasoline
CADILLAC Eldorado,https://s1.cdn.autoevolution.com/images/models/thumb/CADILLAC_Eldorado-1995_main.jpg_tmb.jpg,COUPES,Gasoline
CADILLAC ELR,https://s1.cdn.autoevolution.com/images/models/thumb/CADILLAC_ELR-2013_main.jpg_tmb.jpg,SEDANS,Hybrid
CADILLAC Escalade EXT,https://s1.cdn.autoevolution.com/images/models/thumb/CADILLAC_Escalade-EXT-2007_main.jpg_tmb.jpg,TRUCKS,Gasoline
CADILLAC Runabout,https://s1.cdn.autoevolution.com/images/models/thumb/CADILLAC_Runabout-1905_main.jpg_tmb.jpg,CONVERTIBLES,Gasoline
CADILLAC Seville,https://s1.cdn.autoevolution.com/images/models/thumb/CADILLAC_Seville-1997_main.jpg_tmb.jpg,SEDANS,Gasoline
CADILLAC SRX,https://s1.cdn.autoevolution.com/images/models/thumb/CADILLAC_SRX-2009_main.jpg_tmb.jpg,SUVS,Gasoline
CADILLAC STS,https://s1.cdn.autoevolution.com/images/models/thumb/CADILLAC_STS-2007_main.jpg_tmb.jpg,SEDANS,Gasoline
CADILLAC XLR,https://s1.cdn.autoevolution.com/images/models/thumb/CADILLAC_XLR-2008_main.jpg_tmb.jpg,CONVERTIBLES,Gasoline
CADILLAC XLR V-Series,https://s1.cdn.autoevolution.com/images/models/thumb/CADILLAC_XLR-V-Series-2008_main.jpg_tmb.jpg,CONVERTIBLES,Gasoline
