Model,Image,Category,Engine Type
FERRARI 308 GTB/GTS,https://s1.cdn.autoevolution.com/images/models/thumb/FERRARI_308-GTSi-Quattro-Valvole-1982_main.jpg_tmb.jpg,COUPES,Gasoline
FERRARI 328 GTB/GTS,https://s1.cdn.autoevolution.com/images/models/thumb/FERRARI_328-GTB-1985_main.jpg_tmb.jpg,COUPES,Gasoline
FERRARI 348,https://s1.cdn.autoevolution.com/images/models/thumb/FERRARI_348-GTS-1993_main.jpg_tmb.jpg,COUPES,Gasoline
FERRARI 348 Spider,https://s1.cdn.autoevolution.com/images/models/thumb/FERRARI_348-Spider-1993_main.jpg_tmb.jpg,CONVERTIBLES,Gasoline
FERRARI 360 Challenge Stradale,https://s1.cdn.autoevolution.com/images/models/thumb/FERRARI_360-Challenge-Stradale--F-131--2003_main.jpg_tmb.jpg,COUPES,Gasoline
FERRARI 360 Modena,https://s1.cdn.autoevolution.com/images/models/thumb/FERRARI_360-Modena--F-131--1999_main.jpg_tmb.jpg,COUPES,Gasoline
FERRARI 360 Spider,https://s1.cdn.autoevolution.com/images/models/thumb/FERRARI_360-Spider--F-131--2000_main.jpg_tmb.jpg,CONVERTIBLES,Gasoline
FERRARI 365,https://s1.cdn.autoevolution.com/images/models/thumb/FERRARI_365-GTS-4-1969_main.jpg_tmb.jpg,COUPES,Gasoline
FERRARI 365GT4 BB/ 512BB/ 512 BBi,https://s1.cdn.autoevolution.com/images/models/thumb/FERRARI_365GT4-BB--512BB--512-BBi-1973_main.jpg_tmb.jpg,COUPES,Gasoline
FERRARI 400,https://s1.cdn.autoevolution.com/images/models/thumb/FERRARI_412i-1985_main.jpg_tmb.jpg,COUPES,Gasoline
FERRARI 456 GT,https://s1.cdn.autoevolution.com/images/models/thumb/FERRARI_456-M-GT-1998_main.jpg_tmb.jpg,COUPES,Gasoline
FERRARI 458 Italia,https://s1.cdn.autoevolution.com/images/models/thumb/FERRARI_458-Italia-2009_main.jpg_tmb.jpg,COUPES,Gasoline
FERRARI 458 Speciale,https://s1.cdn.autoevolution.com/images/models/thumb/FERRARI_458-Speciale-2013_main.jpg_tmb.jpg,COUPES,Gasoline
FERRARI 458 Speciale A,https://s1.cdn.autoevolution.com/images/models/thumb/FERRARI_458-Speciale-A-2014_main.jpg_tmb.jpg,COUPES,Gasoline
FERRARI 458 Spider,https://s1.cdn.autoevolution.com/images/models/thumb/FERRARI_458-Spider-2011_main.jpg_tmb.jpg,CONVERTIBLES,Gasoline
FERRARI 488 GTB,https://s1.cdn.autoevolution.com/images/models/thumb/FERRARI_488-GTB-2015_main.jpg_tmb.jpg,COUPES,Gasoline
FERRARI 488 Spider,https://s1.cdn.autoevolution.com/images/models/thumb/FERRARI_488-Spider-2016_main.jpg_tmb.jpg,CONVERTIBLES,Gasoline
FERRARI 550 Barchetta/575M Superamerica,https://s1.cdn.autoevolution.com/images/models/thumb/FERRARI_Superamerica-2005_main.jpg_tmb.jpg,CONVERTIBLES,Gasoline
FERRARI 550/575M Maranello,https://s1.cdn.autoevolution.com/images/models/thumb/FERRARI_575M-Maranello-2002_main.jpg_tmb.jpg,COUPES,Gasoline
FERRARI 599,https://s1.cdn.autoevolution.com/images/models/thumb/FERRARI_599-GTO-2010_main.jpg_tmb.jpg,COUPES,Gasoline
FERRARI 612 Scaglietti,https://s1.cdn.autoevolution.com/images/models/thumb/FERRARI_612-Scaglietti-2004_main.jpg_tmb.jpg,COUPES,Gasoline
FERRARI California T,https://s1.cdn.autoevolution.com/images/models/thumb/FERRARI_California-T-2014_main.jpg_tmb.jpg,CONVERTIBLES,Gasoline
FERRARI Dino,https://s1.cdn.autoevolution.com/images/models/thumb/FERRARI_Dino-208-GT4-1975_main.jpg_tmb.jpg,COUPES,Gasoline
FERRARI F12 Berlinetta,https://s1.cdn.autoevolution.com/images/models/thumb/FERRARI_F12-Berlinetta-2012_main.jpg_tmb.jpg,COUPES,Gasoline
FERRARI F12 TRS,https://s1.cdn.autoevolution.com/images/models/thumb/FERRARI_F12-TRS-2014_main.jpg_tmb.jpg,CONVERTIBLES,Gasoline
FERRARI F12tdf,https://s1.cdn.autoevolution.com/images/models/thumb/FERRARI_F12tdf-2015_main.jpg_tmb.jpg,COUPES,Gasoline
FERRARI F149 California,https://s1.cdn.autoevolution.com/images/models/thumb/FERRARI_F149-California-2012_main.png_tmb.png,CONVERTIBLES,Gasoline
FERRARI F355,https://s1.cdn.autoevolution.com/images/models/thumb/FERRARI_F355-GTS-1995_main.jpg_tmb.jpg,COUPES,Gasoline
FERRARI F355 Spider,https://s1.cdn.autoevolution.com/images/models/thumb/FERRARI_355-Spider-1997_main.jpg_tmb.jpg,CONVERTIBLES,Gasoline
FERRARI F430,https://s1.cdn.autoevolution.com/images/models/thumb/FERRARI_430-Scuderia-2007_main.jpg_tmb.jpg,COUPES,Gasoline
FERRARI F430 Spider,https://s1.cdn.autoevolution.com/images/models/thumb/FERRARI_F430-Spider-2005_main.jpg_tmb.jpg,CONVERTIBLES,Gasoline
FERRARI FF,https://s1.cdn.autoevolution.com/images/models/thumb/FERRARI_FF-2011_main.jpg_tmb.jpg,COUPES,Gasoline
FERRARI FXX,https://s1.cdn.autoevolution.com/images/models/thumb/FERRARI_FXX-2005_main.jpg_tmb.jpg,COUPES,Gasoline
FERRARI LaFerrari,https://s1.cdn.autoevolution.com/images/models/thumb/FERRARI_LaFerrari-Aperta-2016_main.jpg_tmb.jpg,COUPES,Hybrid gasoline
FERRARI Mondial,https://s1.cdn.autoevolution.com/images/models/thumb/FERRARI_Mondial-t-1989_main.jpg_tmb.jpg,COUPES,Gasoline
FERRARI Mondial Cabriolet,https://s1.cdn.autoevolution.com/images/models/thumb/FERRARI_Mondial-t-Cabriolet-1989_main.jpg_tmb.jpg,CONVERTIBLES,Gasoline
FERRARI Scuderia Spider,https://s1.cdn.autoevolution.com/images/models/thumb/FERRARI_Scuderia-Spider-16M-2008_main.jpg_tmb.jpg,CONVERTIBLES,Gasoline
FERRARI Testarossa/512 TR/512M,https://s1.cdn.autoevolution.com/images/models/thumb/FERRARI_512-M-1994_main.jpg_tmb.jpg,COUPES,Gasoline
