Model,Image,Category,Engine Type
VOLKSWAGEN Golf Alltrack,https://s1.cdn.autoevolution.com/images/models/thumb/VOLKSWAGEN_Golf-Alltrack-2020_main.jpg_tmb.jpg,WAGONS,Diesel · Gasoline · Mild hybrid
VOLKSWAGEN Amarok,https://s1.cdn.autoevolution.com/images/models/thumb/VOLKSWAGEN_Amarok-2022_main.jpg_tmb.jpg,TRUCKS,Diesel · Gasoline
VOLKSWAGEN Tiguan Allspace,https://s1.cdn.autoevolution.com/images/models/thumb/VOLKSWAGEN_Tiguan-Allspace-2021_main.jpg_tmb.jpg,SUVS,Gasoline · Diesel
VOLKSWAGEN Tiguan,https://s1.cdn.autoevolution.com/images/models/thumb/VOLKSWAGEN_Tiguan-2023_main.jpg_tmb.jpg,SUVS,Gasoline · Diesel · Mild hybrid
VOLKSWAGEN Passat Variant GTE,https://s1.cdn.autoevolution.com/images/models/thumb/VOLKSWAGEN_Passat-Variant-GTE-2019_main.jpg_tmb.jpg,WAGONS,Hybrid
VOLKSWAGEN Passat GTE,https://s1.cdn.autoevolution.com/images/models/thumb/VOLKSWAGEN_Passat-GTE-2019_main.jpg_tmb.jpg,SEDANS,Hybrid · Hybrid gasoline
VOLKSWAGEN e-UP!,https://s1.cdn.autoevolution.com/images/models/thumb/VOLKSWAGEN_e-UP--2019_main.jpg_tmb.jpg,HATCHBACKS,Electric
VOLKSWAGEN Passat Alltrack,https://s1.cdn.autoevolution.com/images/models/thumb/VOLKSWAGEN_Passat-Alltrack-2019_main.jpg_tmb.jpg,WAGONS,Gasoline · Diesel
VOLKSWAGEN Passat,https://s1.cdn.autoevolution.com/images/models/thumb/VOLKSWAGEN_Passat-2019_main.jpg_tmb.jpg,SEDANS,Gasoline · Natural gas · Diesel
VOLKSWAGEN Golf Sportsvan,https://s1.cdn.autoevolution.com/images/models/thumb/VOLKSWAGEN_Golf-Sportsvan-2017_main.jpg_tmb.jpg,HATCHBACKS,Gasoline · Diesel
VOLKSWAGEN up!,https://s1.cdn.autoevolution.com/images/models/thumb/VOLKSWAGEN_up--5-doors-2016_main.jpg_tmb.jpg,HATCHBACKS,Gasoline · Natural gas
VOLKSWAGEN Caddy,https://s1.cdn.autoevolution.com/images/models/thumb/VOLKSWAGEN_Caddy-2020_main.jpg_tmb.jpg,VANS,Gasoline · Diesel · Natural gas
VOLKSWAGEN e-Golf,https://s1.cdn.autoevolution.com/images/models/thumb/VOLKSWAGEN_e-Golf-2016_main.jpg_tmb.jpg,HATCHBACKS,Electric
VOLKSWAGEN Touran,https://s1.cdn.autoevolution.com/images/models/thumb/VOLKSWAGEN_Touran-2015_main.jpg_tmb.jpg,VANS,Gasoline · Diesel · Hybrid · Natural gas
VOLKSWAGEN Scirocco,https://s1.cdn.autoevolution.com/images/models/thumb/VOLKSWAGEN_Scirocco-2014_main.jpg_tmb.jpg,HATCHBACKS,Gasoline · Diesel
VOLKSWAGEN Scirocco R,https://s1.cdn.autoevolution.com/images/models/thumb/VOLKSWAGEN_Scirocco-R-2014_main.jpg_tmb.jpg,COUPES,Gasoline
VOLKSWAGEN Gol,https://s1.cdn.autoevolution.com/images/models/thumb/VOLKSWAGEN_Gol-2014_main.jpg_tmb.jpg,HATCHBACKS,Ethanol
VOLKSWAGEN Sharan,https://s1.cdn.autoevolution.com/images/models/thumb/VOLKSWAGEN_Sharan-2010_main.jpg_tmb.jpg,VANS,Gasoline · Diesel
VOLKSWAGEN Polo Sedan,https://s1.cdn.autoevolution.com/images/models/thumb/VOLKSWAGEN_Polo-Sedan-2010_main_tmb.jpg,SEDANS,Gasoline · Diesel
VOLKSWAGEN up! GTI,https://s1.cdn.autoevolution.com/images/models/thumb/VOLKSWAGEN_up--GTI-2018_main.jpg_tmb.jpg,HATCHBACKS,Gasoline
VOLKSWAGEN ID.3 GTX,https://s1.cdn.autoevolution.com/images/models/thumb/VOLKSWAGEN_ID-3-GTX-2024_main.jpg_tmb.jpg,HATCHBACKS,
VOLKSWAGEN ID.7 GTX Tourer,https://s1.cdn.autoevolution.com/images/models/thumb/VOLKSWAGEN_ID-7-GTX-Tourer-2024_main.jpg_tmb.jpg,WAGONS,Electric
VOLKSWAGEN Taigo,https://s1.cdn.autoevolution.com/images/models/thumb/VOLKSWAGEN_Taigo-2021_main.jpg_tmb.jpg,SUVS,Gasoline
VOLKSWAGEN Polo BlueGT,https://s1.cdn.autoevolution.com/images/models/thumb/VOLKSWAGEN_Polo-BlueGT-2013_main.jpg_tmb.jpg,HATCHBACKS,Gasoline
VOLKSWAGEN ID.7,https://s1.cdn.autoevolution.com/images/models/thumb/VOLKSWAGEN_ID-7-2023_main.jpg_tmb.jpg,SEDANS,Electric
VOLKSWAGEN Nivus,https://s1.cdn.autoevolution.com/images/models/thumb/VOLKSWAGEN_Nivus--2020_main.jpg_tmb.jpg,SUVS,Gasoline
VOLKSWAGEN ID.4,https://s1.cdn.autoevolution.com/images/models/thumb/VOLKSWAGEN_ID-4-GTX-2021_main.jpg_tmb.jpg,SUVS,Electric
VOLKSWAGEN ID. Buzz,https://s1.cdn.autoevolution.com/images/models/thumb/VOLKSWAGEN_ID--Buzz-2023_main.jpg_tmb.jpg,VANS,Electric ·
VOLKSWAGEN Taos,https://s1.cdn.autoevolution.com/images/models/thumb/VOLKSWAGEN_Taos-2024_main.jpg_tmb.jpg,SUVS,Gasoline
VOLKSWAGEN Transporter Kombi,https://s1.cdn.autoevolution.com/images/models/thumb/VOLKSWAGEN_Transporter-Kombi--T6--2015_main.jpg_tmb.jpg,VANS,Diesel · Gasoline
VOLKSWAGEN Atlas Cross Sport,https://s1.cdn.autoevolution.com/images/models/thumb/VOLKSWAGEN_Atlas-Cross-Sport-2023_main.jpg_tmb.jpg,SUVS,Gasoline
VOLKSWAGEN T-Cross,https://s1.cdn.autoevolution.com/images/models/thumb/VOLKSWAGEN_T-Cross-2023_main.jpg_tmb.jpg,SUVS,Gasoline · Diesel
VOLKSWAGEN Arteon Shooting Brake,https://s1.cdn.autoevolution.com/images/models/thumb/VOLKSWAGEN_Arteon-Shooting-Brake-2020_main.jpg_tmb.jpg,WAGONS,Hybrid gasoline · Gasoline
VOLKSWAGEN ID.5 GTX,https://s1.cdn.autoevolution.com/images/models/thumb/VOLKSWAGEN_ID-5-GTX-2021_main.jpg_tmb.jpg,SUVS,Electric
VOLKSWAGEN ID.7 GTX,https://s1.cdn.autoevolution.com/images/models/thumb/VOLKSWAGEN_ID-7-GTX-2024_main.jpg_tmb.jpg,SEDANS,Electric
VOLKSWAGEN ID.5,https://s1.cdn.autoevolution.com/images/models/thumb/VOLKSWAGEN_ID-5-2021_main.jpg_tmb.jpg,SUVS,Electric
VOLKSWAGEN ID.7 Tourer,https://s1.cdn.autoevolution.com/images/models/thumb/VOLKSWAGEN_ID-7-Tourer-2024_main.jpg_tmb.jpg,WAGONS,
VOLKSWAGEN Golf GTD Variant,https://s1.cdn.autoevolution.com/images/models/thumb/VOLKSWAGEN_Golf-GTD-Variant-2015_main.jpg_tmb.jpg,WAGONS,Diesel
VOLKSWAGEN Vento,https://s1.cdn.autoevolution.com/images/models/thumb/VOLKSWAGEN_Vento-2010_main.jpg_tmb.jpg,SEDANS,Gasoline · Diesel
VOLKSWAGEN Ameo,https://s1.cdn.autoevolution.com/images/models/thumb/VOLKSWAGEN_Ameo-2016_main.jpg_tmb.jpg,SEDANS,Gasoline · Diesel
VOLKSWAGEN Beetle,https://s1.cdn.autoevolution.com/images/models/thumb/VOLKSWAGEN_Beetle-2016_main.jpg_tmb.jpg,COUPES,Gasoline · Diesel
VOLKSWAGEN Beetle Cabrio,https://s1.cdn.autoevolution.com/images/models/thumb/VOLKSWAGEN_Beetle-Convertible-2016_main.jpg_tmb.jpg,CONVERTIBLES,Gasoline · Diesel
VOLKSWAGEN CC,https://s1.cdn.autoevolution.com/images/models/thumb/VOLKSWAGEN_Volkswagen-CC-2012_main.jpg_tmb.jpg,SEDANS,Gasoline · Diesel
VOLKSWAGEN Corrado,https://s1.cdn.autoevolution.com/images/models/thumb/VOLKSWAGEN_Corrado-1989_main.jpg_tmb.jpg,HATCHBACKS,Gasoline
VOLKSWAGEN Cross UP!,https://s1.cdn.autoevolution.com/images/models/thumb/VOLKSWAGEN_Cross-up--2016_main.jpg_tmb.jpg,HATCHBACKS,Gasoline
VOLKSWAGEN Derby,https://s1.cdn.autoevolution.com/images/models/thumb/VOLKSWAGEN_Derby-1977_main.jpg_tmb.jpg,HATCHBACKS,Gasoline
VOLKSWAGEN Eos,https://s1.cdn.autoevolution.com/images/models/thumb/VOLKSWAGEN_Eos-2011_main.jpg_tmb.jpg,CONVERTIBLES,Diesel · Gasoline
VOLKSWAGEN Fox,https://s1.cdn.autoevolution.com/images/models/thumb/VOLKSWAGEN_Fox-2004_main_tmb.jpg,HATCHBACKS,Gasoline · Diesel
VOLKSWAGEN Golf 3 Doors,https://s1.cdn.autoevolution.com/images/models/thumb/VOLKSWAGEN_Golf-VII-3-Doors-2017_main.jpg_tmb.jpg,HATCHBACKS,Gasoline · Diesel · Natural gas
VOLKSWAGEN Golf Cabrio,https://s1.cdn.autoevolution.com/images/models/thumb/VOLKSWAGEN_Golf-Cabrio-2015_main.jpg_tmb.jpg,CONVERTIBLES,Gasoline · Diesel
VOLKSWAGEN Golf GTI cabrio,https://s1.cdn.autoevolution.com/images/models/thumb/VOLKSWAGEN_Golf-GTI-Cabrio-2012_main.jpg_tmb.jpg,CONVERTIBLES,Gasoline
VOLKSWAGEN Golf Plus,https://s1.cdn.autoevolution.com/images/models/thumb/VOLKSWAGEN_Golf-Plus-2008_main.jpg_tmb.jpg,HATCHBACKS,Gasoline · Diesel
VOLKSWAGEN Golf R Cabrio,https://s1.cdn.autoevolution.com/images/models/thumb/VOLKSWAGEN_Golf-R-Cabrio-2013_main.jpg_tmb.jpg,CONVERTIBLES,Gasoline
VOLKSWAGEN Lavida (China),https://s1.cdn.autoevolution.com/images/models/thumb/VOLKSWAGEN_Lavida-2008_main.jpg_tmb.jpg,SEDANS,Gasoline
VOLKSWAGEN Lupo,https://s1.cdn.autoevolution.com/images/models/thumb/VOLKSWAGEN_Lupo-GTI-2002_main.jpg_tmb.jpg,HATCHBACKS,Diesel · Gasoline
VOLKSWAGEN Passat 3 Doors,https://s1.cdn.autoevolution.com/images/models/thumb/VOLKSWAGEN_Passat-3-Doors-1973_main.jpg_tmb.jpg,HATCHBACKS,Gasoline · Diesel
VOLKSWAGEN Passat Hatchback,https://s1.cdn.autoevolution.com/images/models/thumb/VOLKSWAGEN_Passat-Hatchback-1981_main.jpg_tmb.jpg,HATCHBACKS,Gasoline · Diesel
VOLKSWAGEN Passat R,https://s1.cdn.autoevolution.com/images/models/thumb/VOLKSWAGEN_Passat-R36-2008_main.jpg_tmb.jpg,SEDANS,Gasoline
VOLKSWAGEN Phaeton,https://s1.cdn.autoevolution.com/images/models/thumb/VOLKSWAGEN_Phaeton-2010_main.jpg_tmb.jpg,SEDANS,Diesel · Gasoline
VOLKSWAGEN Pointer,https://s1.cdn.autoevolution.com/images/models/thumb/VOLKSWAGEN_Pointer-2007_main.jpg_tmb.jpg,HATCHBACKS,Gasoline
VOLKSWAGEN Polo 3 Doors,https://s1.cdn.autoevolution.com/images/models/thumb/VOLKSWAGEN_Polo-3-Doors-2014_main.jpg_tmb.jpg,HATCHBACKS,Gasoline · Diesel
VOLKSWAGEN Polo Coupe,https://s1.cdn.autoevolution.com/images/models/thumb/VOLKSWAGEN_Polo-Coupe-1982_main.jpg_tmb.jpg,HATCHBACKS,Gasoline
VOLKSWAGEN Polo Variant,https://s1.cdn.autoevolution.com/images/models/thumb/VOLKSWAGEN_Polo-Variant-2000_main.jpg_tmb.jpg,WAGONS,Gasoline · Diesel
VOLKSWAGEN Routan,https://s1.cdn.autoevolution.com/images/models/thumb/VOLKSWAGEN_Routan-2008_main.jpg_tmb.jpg,VANS,Gasoline
VOLKSWAGEN Santana,https://s1.cdn.autoevolution.com/images/models/thumb/VOLKSWAGEN_Santana-1982_main.jpg_tmb.jpg,SEDANS,Gasoline · Diesel
VOLKSWAGEN XL1,https://s1.cdn.autoevolution.com/images/models/thumb/VOLKSWAGEN_XL1-2013_main.jpg_tmb.jpg,SEDANS,Hybrid
